1,0.017499107
2,0.034992855
3,0.052475886
4,0.069942847
5,0.087388389
6,0.104807169
7,0.122193852
8,0.139543115
9,0.156849643
10,0.174108138
11,0.191313313
12,0.2084599
13,0.225542648
14,0.242556325
15,0.259495721
16,0.276355649
17,0.293130944
18,0.309816471
19,0.326407119
20,0.342897807
21,0.359283486
22,0.375559137
23,0.391719775
24,0.407760453
25,0.423676257
26,0.439462314
27,0.455113789
28,0.470625888
29,0.485993862
30,0.501213005
31,0.516278654
32,0.531186198
33,0.54593107
34,0.560508754
35,0.574914788
36,0.589144758
37,0.603194307
38,0.617059133
39,0.630734989
40,0.644217687
41,0.657503099
42,0.670587156
43,0.68346585
44,0.696135239
45,0.708591441
46,0.720830643
47,0.732849096
48,0.74464312
49,0.756209103
50,0.767543502
51,0.778642848
52,0.78950374
53,0.800122852
54,0.810496934
55,0.820622807
56,0.83049737
57,0.840117601
58,0.849480552
59,0.858583356
60,0.867423226
61,0.875997454
62,0.884303414
63,0.892338564
64,0.900100442
65,0.907586671
66,0.914794959
67,0.921723099
68,0.928368967
69,0.93473053
70,0.940805839
71,0.946593034
72,0.952090342
73,0.957296079
74,0.962208652
75,0.966826557
76,0.971148378
77,0.975172793
78,0.978898568
79,0.982324564
80,0.98544973
81,0.98827311
82,0.990793839
83,0.993011145
84,0.99492435
85,0.996532866
86,0.997836202
87,0.998833959
88,0.999525831
89,0.999911605
90,0.999991165
91,0.999764485
92,0.999231634
93,0.998392777
94,0.99724817
95,0.995798164
96,0.994043202
97,0.991983822
98,0.989620655
99,0.986954425
100,0.983985947
101,0.980716131
102,0.977145979
103,0.973276583
104,0.969109129
105,0.964644893
106,0.959885242
107,0.954831633
108,0.949485615
109,0.943848824
110,0.937922987
111,0.931709918
112,0.925211521
113,0.918429784
114,0.911366786
115,0.904024689
116,0.896405741
117,0.888512276
118,0.880346711
119,0.871911547
120,0.863209367
121,0.854242835
122,0.845014699
123,0.835527783
124,0.825784993
125,0.815789313
126,0.805543804
127,0.795051604
128,0.784315925
129,0.773340056
130,0.762127357
131,0.750681263
132,0.739005278
133,0.727102979
134,0.71497801
135,0.702634085
136,0.690074984
137,0.677304552
138,0.664326701
139,0.651145406
140,0.637764702
141,0.624188688
142,0.610421521
143,0.596467417
144,0.58233065
145,0.568015548
146,0.553526496
147,0.538867931
148,0.524044342
149,0.509060268
150,0.493920299
151,0.47862907
152,0.463191265
153,0.447611611
154,0.43189488
155,0.416045884
156,0.400069478
157,0.383970553
158,0.36775404
159,0.351424906
160,0.33498815
161,0.318448807
162,0.301811941
163,0.285082648
164,0.268266051
165,0.251367299
166,0.234391568
167,0.217344056
168,0.200229985
169,0.183054594
170,0.165823145
171,0.148540913
172,0.131213192
173,0.113845288
174,0.09644252
175,0.079010217
176,0.061553717
177,0.044078368
178,0.026589519
179,0.009092528
180,-0.008407247
181,-0.025904448
182,-0.043393716
183,-0.060869695
184,-0.078327033
185,-0.095760385
186,-0.11316441
187,-0.130533779
188,-0.147863174
189,-0.165147286
190,-0.182380824
191,-0.199558509
192,-0.21667508
193,-0.233725297
194,-0.250703937
195,-0.267605801
196,-0.284425713
197,-0.301158521
198,-0.317799102
199,-0.33434236
200,-0.350783228
201,-0.367116671
202,-0.383337688
203,-0.39944131
204,-0.415422607
205,-0.431276684
206,-0.446998685
207,-0.462583797
208,-0.478027246
209,-0.493324303
210,-0.508470283
211,-0.523460549
212,-0.538290508
213,-0.552955621
214,-0.567451395
215,-0.581773391
216,-0.595917224
217,-0.609878562
218,-0.623653129
219,-0.637236707
220,-0.650625137
221,-0.663814318
222,-0.676800211
223,-0.689578839
224,-0.702146289
225,-0.714498712
226,-0.726632325
227,-0.738543413
228,-0.750228328
229,-0.761683492
230,-0.772905395
231,-0.783890603
232,-0.79463575
233,-0.805137546
234,-0.815392775
235,-0.825398296
236,-0.835151046
237,-0.844648037
238,-0.853886361
239,-0.862863189
240,-0.871575772
241,-0.880021442
242,-0.888197612
243,-0.896101779
244,-0.903731521
245,-0.911084503
246,-0.918158472
247,-0.924951263
248,-0.931460794
249,-0.937685072
250,-0.943622192
251,-0.949270335
252,-0.954627772
253,-0.959692861
254,-0.964464051
255,-0.968939882
256,-0.973118983
257,-0.977000074
258,-0.980581966
259,-0.983863563
260,-0.986843859
261,-0.989521941
262,-0.991896991
263,-0.993968279
264,-0.995735173
265,-0.997197131
266,-0.998353704
267,-0.99920454
268,-0.999749377
269,-0.999988049
270,-0.999920482
271,-0.999546698
272,-0.998866809
273,-0.997881026
274,-0.99658965
275,-0.994993076
276,-0.993091793
277,-0.990886383
278,-0.988377522
279,-0.985565978
280,-0.982452613
281,-0.979038379
282,-0.975324322
283,-0.971311579
284,-0.96700138
285,-0.962395045
286,-0.957493983
287,-0.952299697
288,-0.946813776
289,-0.9410379
290,-0.93497384
291,-0.92862345
292,-0.921988678
293,-0.915071553
294,-0.907874195
295,-0.900398807
296,-0.892647679
297,-0.884623185
298,-0.876327782
299,-0.867764011
300,-0.858934493
301,-0.849841934
302,-0.840489117
303,-0.830878907
304,-0.821014247
305,-0.810898157
306,-0.800533737
307,-0.789924159
308,-0.779072673
309,-0.767982602
310,-0.756657342
311,-0.745100362
312,-0.733315201
313,-0.721305468
314,-0.70907484
315,-0.696627064
316,-0.683965952
317,-0.67109538
318,-0.658019291
319,-0.644741688
320,-0.631266638
321,-0.617598268
322,-0.603740763
323,-0.589698367
324,-0.57547538
325,-0.561076159
326,-0.546505113
327,-0.531766703
328,-0.516865444
329,-0.5018059
330,-0.486592681
331,-0.471230447
332,-0.455723902
333,-0.440077795
334,-0.424296918
335,-0.408386104
336,-0.392350224
337,-0.37619419
338,-0.35992295
339,-0.343541486
340,-0.327054815
341,-0.310467986
342,-0.293786079
343,-0.277014202
344,-0.260157491
345,-0.24322111
